Age,Class of Worker,Educational Attainment,Marital Status,Occupation,Place of Birth,Hours Worked per Week,Sex,Race,Target
46,3,21,0,2014,22,40,1,0,1
49,0,20,0,7420,22,40,0,0,1
18,0,17,4,9645,22,33,0,0,0
67,6,18,0,8810,22,40,0,0,1
28,0,19,0,6355,22,40,0,0,1
51,4,16,2,5610,110,40,1,0,1
41,3,20,0,630,22,40,1,1,1
54,3,16,0,4251,22,40,0,1,0
32,0,16,4,8810,22,40,0,1,0
59,3,23,0,1760,407,60,0,1,1
54,3,21,0,1360,407,40,1,1,1
35,5,14,4,3930,22,38,0,0,0
42,5,19,0,4110,22,12,1,0,0
44,4,15,0,2360,45,60,0,0,0
32,4,20,0,700,17,48,0,0,1
32,6,20,0,440,17,40,1,0,0
31,0,16,4,6200,22,40,0,0,1
68,0,18,4,4110,22,15,1,1,0
49,0,14,0,9620,22,15,0,0,0
51,3,20,0,3870,39,40,0,0,1
47,3,19,0,5710,22,40,1,0,1
53,5,16,4,6260,22,40,0,0,0
82,0,20,0,10,22,16,0,0,1
32,0,18,4,800,22,40,1,0,1
33,0,22,0,3250,13,40,1,1,1
34,3,22,0,3258,22,40,0,1,1
70,0,15,0,3602,22,24,0,1,0
45,0,20,0,440,22,50,1,0,1
45,2,20,0,2002,22,40,0,0,1
63,0,18,0,440,36,80,0,0,1
57,0,15,0,140,22,55,0,0,1
67,3,20,0,5220,18,35,1,0,0
66,5,18,0,20,110,30,0,0,0
29,0,18,0,9620,215,80,0,0,0
25,0,18,0,4522,22,40,1,0,0
64,5,22,0,3090,72,10,0,0,1
57,0,20,2,7000,22,44,0,0,1
67,6,15,0,4700,22,40,0,0,1
56,0,15,0,4230,22,25,1,1,0
43,1,11,0,9620,22,35,0,1,0
30,0,12,4,4720,22,38,1,1,0
71,5,23,0,2100,32,30,0,0,1
39,0,18,0,540,22,40,0,0,1
64,4,15,0,3802,22,46,1,0,1
60,0,15,1,4760,22,30,1,0,0
39,1,20,0,3255,30,40,1,0,0
40,5,15,0,4850,22,40,0,0,1
66,1,15,0,750,22,40,1,0,0
55,2,15,1,3870,22,21,0,0,0
67,0,20,0,4760,22,30,1,0,1
37,5,20,2,310,22,30,1,0,1
34,2,15,2,3870,22,40,1,0,1
20,0,18,4,6355,207,40,0,5,0
64,3,20,0,930,22,20,1,5,1
65,4,18,0,3870,22,16,0,0,1
45,0,18,3,5240,22,40,1,1,0
37,0,15,4,9645,22,40,0,0,0
46,0,16,0,7340,22,41,0,1,0
31,2,17,4,5521,22,44,1,0,1
37,0,18,4,6260,22,50,0,0,0
59,4,21,0,5000,72,40,0,0,1
34,2,20,0,1840,22,35,0,0,1
34,1,22,0,3160,34,40,1,0,1
58,0,16,0,9620,22,84,0,0,1
60,0,15,0,5860,22,40,1,0,0
35,0,20,2,1360,22,40,1,0,1
39,0,21,4,137,22,45,0,1,0
64,1,21,2,2400,12,50,1,0,1
48,2,21,0,2310,22,8,1,0,1
50,0,16,0,1440,22,9,0,0,1
20,0,15,4,8950,22,45,0,0,0
34,4,17,0,9800,36,45,0,8,0
76,0,19,0,3930,29,12,0,0,1
61,0,21,0,3030,233,54,1,5,1
47,0,19,0,3255,5,60,0,0,1
52,2,20,1,2330,22,45,0,0,1
25,2,20,4,2320,22,40,1,0,0
22,2,20,4,2320,22,45,0,0,0
28,2,15,4,2330,22,45,1,0,0
27,0,18,4,4130,48,40,0,0,0
29,0,18,4,4400,22,40,0,0,0
62,3,15,0,7700,22,40,0,1,1
38,0,20,0,1050,22,40,0,8,0
48,0,18,0,4700,48,50,1,0,1
54,2,21,2,2300,22,45,1,1,1
33,0,21,4,10,48,32,1,0,1
39,0,21,0,2005,28,60,0,8,1
41,0,20,0,910,22,50,1,0,1
39,0,16,0,4010,22,50,1,0,0
42,1,15,0,7210,22,45,0,0,1
70,5,18,4,4920,48,25,0,0,0
56,0,18,0,1010,22,40,1,0,0
56,0,18,0,4710,22,40,0,0,1
21,0,17,4,8740,22,40,0,0,0
18,5,15,4,8710,22,3,0,0,0
47,1,20,2,2004,22,40,1,0,0
50,0,20,2,4000,22,40,0,0,0
79,5,19,1,5510,6,7,1,0,0
22,0,18,4,2360,22,30,1,8,0
35,1,15,3,5240,22,40,1,0,0
66,1,21,0,2040,35,35,0,0,1
43,6,21,4,3230,13,55,1,1,0
39,0,20,2,9005,22,40,0,1,1
52,5,21,2,9005,22,50,1,1,0
65,0,18,2,5740,22,38,1,0,0
56,3,19,2,5740,22,35,1,0,0
47,0,15,0,120,22,50,1,0,1
52,1,15,0,9130,22,50,0,0,1
56,0,15,0,5240,22,40,0,0,1
44,0,19,0,1551,22,55,0,8,1
44,0,19,0,5310,22,40,1,0,0
50,3,20,2,5860,22,40,1,1,0
30,1,16,0,3602,22,40,1,1,0
48,1,13,0,3602,22,40,0,1,0
61,0,19,2,9050,28,50,1,0,1
35,0,15,0,7340,72,40,0,7,1
32,0,15,0,5400,72,40,1,7,0
46,1,20,0,2310,22,35,1,0,0
47,0,21,0,110,311,45,0,8,1
64,1,21,0,3256,12,24,1,0,1
64,0,20,0,1350,22,40,0,0,1
22,0,20,4,8610,22,40,0,0,0
76,3,21,1,2013,20,21,1,0,1
71,1,21,0,420,22,35,0,0,1
76,1,18,0,420,22,35,1,8,0
24,4,17,0,9825,12,12,0,0,0
25,0,20,4,9645,22,40,0,0,0
79,0,10,1,6305,22,60,0,0,1
42,0,15,0,9645,22,41,1,0,0
53,6,15,0,7315,22,40,0,0,1
26,0,18,4,7315,22,45,0,0,0
70,0,15,1,5740,22,25,1,0,1
49,5,15,0,4521,247,40,1,5,0
27,0,15,4,205,22,40,0,0,1
57,0,19,2,3220,22,40,1,0,1
27,0,18,0,4965,55,40,1,8,0
23,4,15,0,9830,6,50,0,8,0
32,0,20,2,3255,22,40,1,1,1
28,0,17,0,4010,22,32,1,0,0
28,0,16,0,9310,22,40,0,0,1
36,1,15,4,3258,303,40,1,0,1
31,0,17,4,5220,22,40,1,0,0
71,0,18,1,3500,22,36,1,1,1
22,0,15,4,3602,22,40,0,1,0
59,0,15,3,3603,22,40,1,1,0
50,0,15,0,9130,22,70,0,1,1
18,0,15,4,5240,22,28,0,1,0
58,0,18,0,5000,22,40,1,0,1
62,0,20,0,3322,22,40,0,0,1
51,6,20,0,10,5,50,0,0,1
43,0,21,0,4850,22,40,0,0,1
42,1,20,0,4600,22,13,1,0,0
40,0,18,0,7000,26,80,0,0,1
38,0,18,4,1105,48,40,0,0,1
71,2,18,0,5000,22,40,0,0,1
72,1,15,0,5740,22,35,1,0,1
61,4,20,4,5400,22,40,1,1,0
50,3,20,4,800,22,40,0,0,1
64,4,22,4,2100,22,42,1,0,1
65,0,20,0,4850,22,50,0,0,1
41,0,15,4,3930,22,40,1,1,0
69,0,15,0,1555,22,60,0,0,1
61,2,15,0,2545,22,4,1,0,0
55,0,20,1,2360,12,40,0,0,1
20,0,17,4,4350,22,45,0,0,0
48,0,17,0,5000,22,40,1,0,1
52,0,19,0,540,22,40,0,0,1
18,0,15,4,4110,22,20,1,0,0
41,0,15,4,4700,22,40,1,1,0
77,0,20,0,9130,1,8,0,1,0
52,0,23,0,1720,231,40,0,5,1
36,0,21,0,3030,29,40,1,0,1
35,0,15,0,4810,22,40,0,0,1
33,0,15,4,9610,22,35,0,1,0
55,1,15,2,5740,22,50,1,0,0
23,0,13,4,6950,22,40,0,0,0
37,3,23,4,2205,42,40,0,0,1
39,2,20,0,2205,22,40,1,0,1
39,0,20,0,4200,22,40,0,0,1
48,2,21,0,2330,9,50,1,8,0
46,4,21,0,9800,10,60,0,0,1
34,1,23,4,1760,360,35,1,0,0
63,0,20,0,52,22,42,0,0,1
59,0,20,0,350,22,40,1,0,1
28,0,15,0,9130,22,45,0,0,1
28,0,19,0,5300,22,38,1,0,0
52,0,18,0,1980,48,55,0,0,1
47,6,17,0,4521,48,55,1,0,0
47,0,18,0,1555,22,80,0,0,1
45,3,16,0,3910,22,40,1,0,0
22,0,15,4,7020,22,40,0,0,0
36,0,19,0,3620,22,33,1,0,0
38,0,17,0,8640,22,48,0,0,1
63,0,15,0,5740,22,40,1,0,0
37,0,20,2,160,22,25,0,1,0
61,4,20,2,7000,22,40,0,0,1
51,7,19,0,120,48,20,1,0,0
29,3,20,0,2330,22,40,1,2,1
29,0,15,0,7700,22,50,0,2,1
50,6,18,0,310,22,99,0,7,0
38,3,23,0,1305,22,40,1,7,1
47,5,13,2,7315,22,25,0,1,0
47,0,11,4,4110,19,37,1,1,0
34,0,20,0,9645,22,40,1,0,0
38,4,18,0,8740,22,45,0,0,1
47,0,20,0,120,22,55,1,0,1
50,0,19,0,220,22,40,0,0,1
35,0,15,3,3500,22,40,1,5,1
61,0,20,0,3322,22,16,0,0,0
61,1,16,0,3602,12,20,1,0,0
35,0,18,0,160,22,70,0,0,1
38,0,20,2,2320,22,50,1,0,1
32,0,21,0,5240,25,40,1,0,1
41,0,21,0,4710,37,40,1,0,1
45,0,18,4,1050,22,45,0,0,0
74,0,20,0,440,22,20,0,0,1
38,0,16,1,4720,22,25,1,0,0
37,2,20,0,2320,22,50,0,8,0
38,3,15,0,5740,22,40,1,0,0
50,0,15,0,220,22,32,0,0,0
67,2,20,1,2310,22,40,1,1,0
72,0,18,1,5120,22,40,1,0,1
23,0,15,4,8640,22,60,0,0,1
21,0,18,4,4700,22,50,1,0,0
66,0,20,0,1021,22,45,1,1,1
86,0,15,1,7700,22,40,1,0,1
63,0,15,2,440,22,40,0,0,1
61,3,17,2,4220,22,40,0,0,0
42,0,21,0,1610,8,40,1,8,0
43,0,21,0,2840,51,40,0,8,1
33,0,15,4,9645,22,30,1,0,0
34,0,21,4,1745,22,40,1,0,1
56,0,9,4,7000,5,40,0,0,0
47,2,13,4,2440,22,12,1,1,0
57,1,20,0,726,22,40,1,0,0
56,3,17,0,6200,22,40,0,0,0
35,0,21,0,1305,22,40,0,0,0
32,2,21,0,2310,22,56,1,0,1
68,0,15,0,5850,22,40,1,1,0
39,0,13,4,4700,22,40,1,1,0
49,0,17,1,2360,6,15,1,1,0
23,0,14,4,5240,22,28,0,1,0
21,0,14,4,4760,22,28,0,1,0
62,0,20,0,10,22,40,0,0,1
43,0,20,2,5610,223,40,1,5,0
37,0,18,4,4840,13,40,0,0,1
55,0,0,4,4230,22,37,1,0,0
38,0,20,0,1410,22,72,0,0,1
39,7,18,0,2640,22,25,1,0,0
54,0,15,0,6200,22,50,0,0,1
29,0,18,4,1021,22,40,0,0,1
26,0,20,4,2634,22,40,1,0,0
53,0,18,2,440,22,60,0,0,1
53,0,16,1,4760,36,39,1,0,0
36,0,16,2,5420,22,40,0,0,0
43,0,13,4,4020,22,30,1,0,0
62,0,20,0,4810,13,50,1,0,1
37,0,19,2,410,22,40,1,0,0
18,0,15,4,5240,22,25,0,0,0
51,0,19,0,3255,28,36,1,0,1
29,0,18,4,5000,22,50,0,0,1
29,0,18,4,1108,40,40,1,8,0
25,0,21,4,3255,22,40,0,0,0
31,2,21,0,2002,28,40,1,0,1
33,0,19,0,8990,22,60,0,0,1
68,0,16,0,3321,22,40,1,0,1
72,0,15,0,3930,22,52,0,0,1
63,0,18,3,9620,215,40,0,7,0
59,0,18,0,350,22,48,1,8,1
37,0,18,3,6260,22,25,0,8,0
35,0,18,4,3605,22,40,1,8,0
48,0,15,2,4700,22,36,1,0,0
59,3,20,0,3255,22,40,1,0,1
67,2,21,2,726,48,20,1,8,0
43,0,15,2,102,22,40,0,0,1
43,0,19,3,1240,22,96,1,0,0
66,0,20,2,6230,22,50,0,0,0
74,0,15,2,4220,28,26,0,0,0
58,2,15,0,3710,22,40,0,0,1
46,7,17,0,440,22,8,1,8,0
20,0,18,4,2320,22,16,1,8,0
26,0,20,0,710,22,40,0,0,1
26,0,20,0,4830,22,40,1,8,0
58,3,21,2,2205,48,38,1,8,0
52,0,20,4,800,22,40,0,0,1
53,2,17,4,5420,22,48,1,0,0
24,0,17,4,5510,22,25,0,8,0
21,0,19,4,1108,22,18,1,8,0
65,6,15,0,4230,23,10,1,0,0
64,0,23,0,4850,48,45,1,0,1
33,5,15,4,6115,22,25,1,0,0
63,0,21,2,3256,35,40,1,0,1
28,5,17,4,205,22,30,0,0,0
22,0,15,4,4760,22,34,1,1,0
76,1,15,1,4020,22,35,1,1,0
30,0,18,4,9645,22,40,0,1,0
47,0,15,0,7200,22,40,0,0,1
45,0,15,0,9130,22,40,1,7,0
22,0,18,4,4720,22,40,0,7,0
45,4,18,0,3515,22,50,0,1,1
41,0,16,0,4110,22,40,1,0,0
35,0,15,0,8740,22,42,0,0,1
42,0,17,0,5810,22,40,1,0,0
38,0,18,0,3930,21,40,0,0,1
18,0,13,4,3960,22,30,0,0,0
55,0,18,0,2360,28,72,0,7,1
62,0,18,0,10,22,36,1,0,1
69,5,17,0,6260,22,40,0,0,0
80,0,13,1,9645,22,6,1,0,0
32,1,20,0,3322,22,40,1,0,1
34,0,15,0,20,22,50,0,0,1
36,5,15,0,4700,22,40,0,8,0
39,4,18,0,630,22,70,0,8,1
19,2,18,4,5521,22,20,1,0,0
47,0,20,0,10,22,40,0,0,1
45,0,20,0,110,22,40,1,0,1
75,5,21,0,1825,25,5,1,0,0
50,0,16,0,6200,22,40,0,0,1
20,0,15,4,4150,22,20,1,0,0
67,0,15,0,9130,22,40,0,0,1
48,0,20,0,440,22,50,1,0,1
43,6,13,0,440,22,65,0,0,1
63,2,18,3,4030,22,40,1,1,0
67,3,15,0,4540,22,24,0,0,1
19,0,13,4,5120,28,30,1,0,0
65,0,19,2,3255,26,37,1,0,1
47,0,18,4,5860,22,40,1,1,0
58,0,16,1,9645,22,45,1,0,1
59,2,15,0,3710,22,40,0,0,1
26,0,19,0,2145,22,36,1,0,0
30,0,18,0,7330,22,40,0,0,1
31,0,20,0,3255,22,24,1,0,0
32,0,15,0,8740,22,40,0,0,1
38,0,11,4,6230,312,48,0,8,0
34,5,7,4,4600,312,40,1,8,0
46,3,12,2,6730,22,40,0,0,0
71,0,15,0,4965,22,32,0,1,1
38,0,15,4,4720,22,40,1,1,0
41,0,19,4,3500,22,40,1,1,0
37,0,21,0,3258,22,30,1,0,1
40,2,20,0,2310,22,40,0,0,1
51,0,11,0,9310,22,84,0,2,1
20,0,15,4,7610,22,40,0,2,0
18,0,15,4,8950,22,40,0,2,0
62,0,20,2,136,22,50,1,1,1
57,0,19,0,5120,22,37,1,0,0
60,0,15,0,4750,22,50,0,0,0
37,1,15,4,3930,22,40,1,1,0
65,0,22,0,3258,22,8,1,0,0
44,0,19,2,3423,22,40,1,1,0
42,4,20,4,1750,22,40,0,0,1
27,4,15,0,9800,40,50,0,0,0
29,0,17,0,5240,22,60,1,0,1
75,1,23,0,2040,28,10,0,0,1
31,0,18,4,5810,22,40,1,1,0
43,0,17,2,6200,28,40,0,0,0
64,0,19,0,910,22,40,1,0,1
36,0,19,0,3255,22,40,1,0,1
66,0,15,0,8740,22,20,0,0,1
39,2,21,0,2300,22,40,1,0,1
43,0,15,0,220,22,50,0,0,1
45,0,20,0,850,22,30,0,0,1
40,0,18,0,4920,6,15,1,0,1
32,0,20,4,3610,22,40,1,0,1
46,4,20,0,350,40,5,1,0,0
51,0,17,0,8630,22,40,0,0,1
67,0,17,0,5400,6,40,1,0,1
67,2,15,0,3725,22,32,0,0,1
54,5,15,0,4810,22,40,1,0,0
17,1,14,4,4110,22,15,1,0,0
36,0,21,4,1305,138,40,0,0,1
48,0,15,0,8740,329,40,0,7,0
42,0,20,0,4965,329,57,1,7,0
35,4,0,4,5740,22,36,1,1,0
33,1,18,0,4200,19,42,0,8,0
28,1,20,0,2751,22,2,1,8,0
39,0,19,0,3220,22,40,0,0,1
38,2,21,0,2310,22,40,1,0,0
51,0,15,4,4760,47,60,0,0,1
21,0,16,4,4760,47,60,0,0,1
34,6,20,4,4251,22,33,0,0,0
67,5,21,2,1305,36,20,1,0,0
62,0,20,0,6260,48,40,0,0,0
56,0,15,0,3402,22,50,0,0,1
51,5,16,0,4200,22,40,1,0,0
25,0,16,0,6230,314,40,0,8,0
26,0,20,4,4230,315,6,1,8,0
42,1,16,0,6442,22,60,0,0,1
18,0,17,4,9620,22,60,0,0,0
55,0,17,2,4020,22,40,1,1,0
21,0,15,0,4720,22,40,0,0,0
63,0,15,4,4220,22,42,0,0,0
64,0,19,4,1460,22,40,0,0,1
62,3,19,2,150,22,40,1,1,0
56,0,14,0,4220,22,50,0,1,0
45,2,21,2,230,22,45,0,0,1
70,1,18,4,2016,22,20,0,0,0
63,5,17,0,205,22,50,0,0,0
62,5,15,0,5740,22,60,1,0,0
69,0,21,0,4720,22,40,0,1,1
20,0,18,4,2300,22,35,1,1,0
25,0,15,0,9620,303,40,0,7,1
85,5,19,0,3630,28,2,0,0,0
77,2,14,2,4200,22,40,0,1,0
56,5,21,0,410,34,50,1,0,1
58,0,22,0,110,22,45,0,0,1
50,0,17,2,4020,22,40,0,1,0
47,1,21,0,800,15,40,1,1,0
47,3,17,0,6720,22,40,0,1,0
23,4,15,0,9825,22,60,0,0,0
28,0,15,4,6950,22,50,0,0,0
26,0,15,4,910,22,40,1,0,0
55,4,19,1,5550,24,40,1,8,0
30,0,16,4,4020,22,40,0,8,0
58,0,15,2,1560,22,40,0,0,1
44,0,15,2,3603,22,40,1,0,0
55,2,0,0,4220,247,40,0,5,0
49,0,5,0,4521,247,40,1,5,0
26,4,20,4,3255,247,40,1,5,1
24,0,20,4,1021,247,40,0,5,1
19,0,15,4,3500,247,40,1,5,0
45,0,20,0,800,22,40,1,0,1
53,3,15,0,440,22,40,0,0,1
61,0,15,4,4350,22,80,1,0,0
26,0,16,0,6200,22,55,0,0,1
25,2,0,4,2545,22,35,0,1,0
22,0,0,4,4720,22,30,1,1,0
30,0,15,4,4700,22,40,1,0,0
64,3,20,0,3930,22,40,0,0,0
22,0,17,4,4030,22,25,0,0,0
62,0,14,4,2014,22,40,1,1,0
60,0,19,0,3500,22,42,1,0,0
57,0,16,0,6442,22,40,0,0,1
65,0,18,1,9121,22,25,1,0,1
60,0,20,0,705,22,40,0,0,1
49,2,18,0,3802,22,50,1,0,0
18,0,13,4,4110,22,15,1,0,0
53,1,21,2,2310,362,40,0,0,1
51,0,20,2,1720,22,30,0,0,0
51,0,20,0,52,22,50,0,0,1
20,1,15,4,5320,22,25,0,0,0
41,5,15,4,6355,22,30,0,8,0
62,0,11,2,4720,22,48,1,0,0
59,0,16,4,4720,22,45,0,0,0
40,0,14,1,6515,28,18,1,0,0
66,6,20,0,6442,223,66,0,5,1
32,6,15,4,6442,22,66,0,5,1
29,5,19,4,4000,22,40,0,5,0
58,6,15,0,8750,223,50,1,5,0
61,4,15,2,5540,22,40,0,0,1
37,6,22,0,2100,48,45,0,8,1
36,6,22,0,2100,362,35,1,8,1
68,0,15,3,4760,22,12,0,0,0
59,4,18,0,3602,22,40,1,1,0
67,0,12,0,3602,22,20,0,1,0
37,7,12,3,9610,22,30,0,1,0
24,0,18,4,2001,22,37,1,1,0
66,0,18,2,120,48,40,1,0,1
42,1,20,4,3255,31,42,1,0,1
22,0,17,4,9240,22,40,0,0,0
58,0,17,3,1240,22,40,0,0,1
26,0,18,4,8740,22,40,0,0,0
43,0,19,0,3323,28,32,0,0,0
36,0,18,0,5110,28,40,1,0,0
24,3,20,4,2205,22,20,0,0,0
25,3,20,4,1108,362,40,0,8,0
42,0,16,2,9130,22,60,0,0,1
41,0,16,2,5940,22,40,1,0,0
18,0,15,4,4110,22,40,1,0,0
19,2,17,4,9430,22,40,0,0,0
44,0,20,0,4820,22,40,1,0,1
55,0,20,0,4840,22,40,0,0,1
41,0,15,4,4120,22,40,1,1,0
57,0,21,2,5110,22,50,1,0,0
60,5,20,4,2360,20,45,0,0,0
46,3,17,2,7340,22,40,0,1,0
61,0,15,3,8990,1,47,0,0,0
44,0,15,0,7300,22,40,0,0,1
59,0,18,0,5120,22,45,1,0,0
62,6,15,0,4710,22,40,0,0,0
61,4,20,0,230,22,40,1,1,0
24,0,14,4,9620,22,40,0,1,0
59,0,21,2,1360,421,40,0,8,1
52,5,19,2,3649,313,16,1,8,0
74,3,16,0,4600,28,20,1,1,0
31,0,20,4,9050,22,30,1,0,1
17,0,14,4,4600,22,32,1,1,0
38,0,19,0,440,22,40,1,0,0
40,0,15,0,7700,22,50,0,0,1
26,0,15,4,4120,22,35,1,1,0
19,0,15,4,4110,22,20,1,1,0
50,6,18,0,205,22,40,1,1,0
50,6,18,0,4710,22,60,0,0,0
50,3,21,0,2555,22,40,1,0,1
61,0,15,0,20,22,10,1,0,0
57,1,20,4,5860,22,40,0,1,0
54,0,19,0,3255,22,40,1,0,1
22,0,20,4,3255,22,40,1,0,0
18,0,13,4,9645,22,15,0,0,0
60,0,20,0,10,22,30,1,0,0
62,0,18,0,10,22,60,0,0,1
45,0,13,4,350,22,40,1,1,0
26,0,15,4,3930,22,40,0,1,0
20,2,15,4,4220,22,40,0,1,0
75,0,20,0,4850,110,40,0,0,1
41,0,19,0,440,11,40,0,8,1
71,5,15,0,2350,22,28,1,0,0
23,0,18,4,5240,22,40,1,5,0
30,0,21,4,850,25,50,0,0,1
29,0,21,4,1305,39,40,1,0,1
34,0,18,0,8030,22,40,0,0,1
30,0,16,0,6800,5,84,0,0,1
42,5,15,0,4510,22,45,1,0,0
42,5,18,4,3930,22,40,0,1,1
40,5,15,4,310,22,15,1,1,0
32,0,20,0,51,22,40,1,0,1
32,6,17,0,440,22,50,0,0,1
24,4,20,4,9830,233,40,0,5,1
35,0,15,0,7210,22,56,0,0,1
65,4,21,4,750,22,40,1,0,1
51,0,17,0,7330,22,40,0,0,1
25,0,15,4,7220,22,40,0,0,0
76,2,18,2,5860,22,40,1,0,0
59,0,15,4,6355,22,40,0,0,0
37,0,17,0,5400,22,36,1,8,0
57,0,18,0,5165,233,40,1,5,0
59,0,13,2,3602,22,40,1,0,0
64,0,17,0,220,22,40,0,0,1
44,4,20,0,160,110,42,0,7,1
39,1,18,0,410,8,40,1,7,0
41,5,14,4,4230,22,3,1,1,0
18,0,13,4,4110,22,7,0,1,0
24,2,20,4,2310,22,36,1,0,0
43,2,19,0,2310,22,30,1,0,0
45,0,16,0,7200,22,50,0,0,1
17,0,12,4,5240,22,20,0,0,0
70,5,21,0,2850,22,30,0,0,0
69,3,18,0,2180,29,36,1,0,0
60,0,15,0,530,22,40,1,0,1
60,6,13,0,6200,22,40,0,0,1
51,4,14,4,4020,47,40,0,0,0
46,0,21,0,10,22,40,0,0,1
49,1,21,0,10,22,40,0,0,1
24,0,15,0,8740,22,40,0,0,1
33,1,21,4,1650,20,40,1,0,1
33,1,21,4,2025,22,40,0,0,0
65,0,19,0,220,22,50,0,0,1
67,1,21,0,10,48,36,0,0,1
53,3,21,0,2555,22,50,1,0,1
56,3,21,0,2555,28,50,0,0,1
48,0,20,4,1050,22,40,0,1,0
42,1,19,0,3255,22,40,1,0,0
47,0,17,0,20,22,60,0,0,1
24,0,20,4,4030,22,35,0,0,0
46,2,19,0,3820,22,40,1,0,1
45,0,19,0,540,22,40,0,0,1
22,0,16,3,8320,110,40,0,0,0
21,1,15,4,5240,110,7,1,0,0
57,0,21,0,1108,22,50,0,0,1
58,0,20,0,3255,22,50,1,0,1
39,0,18,0,4040,51,40,0,0,1
34,0,20,0,4040,22,40,1,0,0
53,5,20,2,5120,22,40,1,1,1
62,1,20,1,2310,243,40,1,0,1
24,0,20,4,5400,8,35,1,0,0
56,1,21,4,350,22,40,0,0,1
50,1,19,2,9130,18,38,0,0,0
25,0,17,4,4700,22,40,1,0,0
47,0,18,0,3520,22,40,1,0,0
48,6,15,0,7040,22,40,0,0,0
47,1,18,2,5000,22,36,1,1,0
23,0,18,4,4600,22,16,1,1,0
38,0,20,0,4700,22,45,0,0,1
35,0,19,0,3323,22,40,1,0,0
44,5,18,0,220,314,6,0,7,0
43,5,18,0,440,314,5,1,7,0
68,4,20,0,4020,28,40,0,1,0
70,2,20,0,2310,28,8,1,1,0
55,3,17,0,3870,22,40,0,1,0
54,0,17,0,9620,22,40,1,1,0
26,0,19,3,4220,53,40,0,0,0
22,0,18,4,7430,22,80,0,0,1
61,0,17,1,52,4,40,1,0,0
31,0,19,4,2640,22,40,0,0,1
65,1,19,0,3255,22,36,1,0,0
66,0,18,0,220,22,40,0,0,0
36,0,20,4,4700,22,42,0,0,0
43,0,20,0,3255,28,40,1,0,1
46,6,20,0,2722,22,50,0,0,0
63,3,18,4,160,22,40,1,2,0
61,0,20,0,440,29,50,0,1,1
60,0,20,0,120,22,60,1,1,1
41,0,15,4,4220,22,40,0,1,0
67,0,15,0,7340,22,40,0,0,0
28,3,17,0,1555,22,40,0,0,0
29,0,23,0,4760,41,40,1,2,0
47,0,17,0,1105,22,40,0,0,1
24,0,20,4,5240,22,40,1,0,0
46,2,15,0,2545,22,40,1,0,0
51,0,17,0,7700,22,40,0,0,1
18,2,13,4,4220,22,28,0,0,0
43,3,20,4,2310,22,40,1,0,0
62,2,15,2,5900,22,40,0,0,1
59,0,15,2,4850,22,40,1,0,0
45,0,13,0,9365,45,40,0,1,0
40,0,23,0,3250,17,30,1,0,1
41,0,20,0,1360,48,40,0,0,1
45,0,18,4,4760,22,25,1,0,0
52,2,15,0,5740,22,40,1,0,0
43,0,11,0,6200,22,40,0,0,0
22,0,19,4,5522,22,40,0,0,0
61,5,0,0,7300,22,7,0,0,0
32,0,20,0,110,22,40,0,0,1
30,0,20,0,3255,22,40,1,0,1
50,5,19,2,4510,22,30,1,0,0
40,2,20,0,3255,28,40,1,1,1
38,2,21,0,3820,28,60,0,1,1
39,0,15,3,7340,28,44,0,1,1
31,0,20,4,565,22,40,0,1,1
35,1,22,4,3090,22,40,0,1,1
26,3,17,0,3740,22,60,0,8,0
26,0,21,0,440,22,40,1,0,1
50,0,20,0,3630,48,16,0,5,0
40,0,15,0,4110,207,40,1,5,0
40,2,21,0,2330,22,40,0,0,0
41,0,19,0,9310,22,40,1,0,1
21,0,15,4,4350,22,40,1,0,0
19,0,15,4,4720,22,27,1,0,0
17,0,13,0,4055,22,15,0,0,0
64,0,15,0,9130,22,40,0,0,0
42,0,19,0,7800,301,30,1,0,0
44,0,18,0,5522,32,42,0,0,1
53,0,20,0,4435,36,70,1,0,1
60,0,15,0,2752,138,10,0,0,1
34,0,9,4,8990,313,40,0,8,0
35,0,20,0,150,22,60,0,0,1
61,0,18,1,5120,29,5,1,0,0
40,3,23,2,2320,5,60,1,0,1
22,0,18,4,3401,22,65,0,0,0
20,0,15,4,5400,22,40,1,0,0
65,0,23,0,300,22,45,1,0,1
31,0,15,2,8730,22,60,0,0,1
23,0,14,4,5630,22,25,1,0,0
58,0,13,4,4230,22,37,1,0,0
28,0,15,4,4230,22,25,1,0,0
44,0,20,3,150,22,50,0,0,1
59,0,18,0,4700,22,50,1,0,1
55,0,21,0,120,22,50,0,0,1
54,0,21,0,800,22,40,1,0,1
43,0,17,0,20,22,45,0,8,1
41,0,18,0,4710,22,40,1,0,1
48,6,22,0,3010,22,40,0,0,1
45,0,22,0,3090,22,30,1,0,1
31,0,17,4,9310,22,84,0,0,1
53,2,19,2,2330,22,80,1,0,1
61,0,20,0,4621,22,1,1,0,0
35,0,19,4,5120,22,40,1,0,0
36,0,16,4,4720,13,20,0,0,0
74,0,19,0,410,22,40,0,0,0
37,0,16,3,3645,22,40,1,0,0
66,1,20,0,2060,38,15,1,0,1
41,0,21,0,220,22,55,0,0,1
43,0,20,0,3255,22,16,1,8,0
56,2,20,2,2310,22,40,1,0,1
63,6,18,0,4950,22,40,0,0,1
64,0,17,0,5120,109,32,1,0,1
37,0,18,4,51,22,40,0,0,1
38,0,18,2,6200,22,80,0,0,1
40,0,18,0,7340,22,40,0,0,1
